"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT11"
"USC00415013","LAMESA 1 SSE, TX US","2010-05-10",,,"0.00","0.0","0.0","74","55","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-11",,,"0.00","0.0","0.0","93","48","48",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-12",,,"0.00","0.0","0.0","92","48","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-13",,,"0.20","0.0","0.0","92","47","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-14",,,"0.00","0.0","0.0","73","47","56",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-15",,,"0.78","0.0","0.0","60","53","56",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-16",,,"0.00","0.0","0.0","62","54","57",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-17",,,"0.00","0.0","0.0","77","56","60",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-18",,,"0.00","0.0","0.0","77","56","56",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-19",,,"0.00","0.0","0.0","82","56","59",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-20",,,"0.00","0.0","0.0","81","52","52",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-21",,,"0.00","0.0","0.0","89","52","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-22",,,"0.00","0.0","0.0","91","67","75",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-23",,,"0.00","0.0","0.0","94","68","72",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-24",,,"0.00","0.0","0.0","85","70","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-25",,,"0.00","0.0","0.0","86","62","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-26",,,"0.00","0.0","0.0","83","62","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-27",,,"0.02","0.0","0.0","86","58","58",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-28",,,"0.00","0.0","0.0","87","57","57",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-29",,,"0.00","0.0","0.0","91","57","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-30",,,"0.00","0.0","0.0","91","59","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-05-31",,,"0.00","0.0","0.0","93","59","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-01",,,"0.00","0.0","0.0","94",,"65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-02",,,"0.45","0.0","0.0","96","62","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-03",,,"0.00","0.0","0.0","90","60","60",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-04",,,"0.00","0.0","0.0","90","60","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-05",,,"0.00","0.0","0.0","108","63","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-06",,,"0.00","0.0","0.0","108","66","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-07",,,"0.00","0.0","0.0","97","70","74",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-08",,,"0.00","0.0","0.0","97","68","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-09",,,"0.00","0.0","0.0","95","66","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-10",,,"0.00","0.0","0.0","95","66","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-11",,,"0.00","0.0","0.0","100","68","71",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-12",,,"0.00","0.0","0.0","100","71","72",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-13",,,"0.00","0.0","0.0","93","72","74",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-14",,,"0.00","0.0","0.0","94","73","73",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-15",,,"0.59","0.0","0.0","96","64","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-16",,,"0.00","0.0","0.0","83","67","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-17",,,"0.00","0.0","0.0","92","68","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-18",,,"0.00","0.0","0.0","94","68","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-19",,,"0.00","0.0","0.0","98","69","76",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-20",,,"0.00","0.0","0.0","94","73","74",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-21",,,"0.30","0.0","0.0","98","69","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-22",,,"0.00","0.0","0.0","97","69","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-23",,,"0.00","0.0","0.0","99","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-24",,,"0.00","0.0","0.0","96","67","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-25",,,"0.00","0.0","0.0","96","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-26",,,"0.00","0.0","0.0","96","66","72",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-27",,,"0.52","0.0","0.0","97","67","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-28",,,"0.11","0.0","0.0","91","64","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-29",,,"0.00","0.0","0.0","76","64","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-06-30",,,"0.14","0.0","0.0","81","64","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-01",,,"0.07","0.0","0.0","81","64","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-02",,,"0.44","0.0","0.0","79","68","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-03",,,"0.96","0.0","0.0","75","68","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-04",,,"0.75","0.0","0.0","75","69","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-05",,,"0.23","0.0","0.0","79","69","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-06",,,"0.00","0.0","0.0","81","70","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-07",,,"0.00","0.0","0.0","84","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-08",,,"0.80","0.0","0.0","86","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-09",,,"0.43","0.0","0.0","82","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-10",,,"0.01","0.0","0.0","80","67",,,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-11",,,"0.10","0.0","0.0","83","68","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-12",,,"0.02","0.0","0.0","91","67",,,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-13",,,"0.08","0.0","0.0","88","67","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-14",,,"0.00","0.0","0.0","90","69","73",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-15",,,"0.00","0.0","0.0","93","71","71",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-16",,,"0.00","0.0","0.0","89","71","71",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-17",,,"0.00","0.0","0.0","90","65","80",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-18",,,"0.00","0.0","0.0","92","61","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-19",,,"0.00","0.0","0.0","94","63","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-20",,,"0.00","0.0","0.0","92","65","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-21",,,"0.00","0.0","0.0","90","68","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-22",,,"0.00","0.0","0.0","91","67",,,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-23",,,"0.00","0.0","0.0","92","67","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-24",,,"0.00","0.0","0.0","91","68","73",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-25",,,"0.00","0.0","0.0","89","63","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-26",,,"0.00","0.0","0.0","90","63","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-27",,,"0.00","0.0","0.0","90","61","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-28",,,"0.17","0.0","0.0","90","61","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-29",,,"0.70","0.0","0.0","91","66","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-30",,,"0.00","0.0","0.0","87","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-07-31",,,"0.00","0.0","0.0","93","65","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-01",,,"0.00","0.0","0.0","96","66","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-02",,,"0.00","0.0","0.0","97","61","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-03",,,"0.00","0.0","0.0","98","61","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-04",,,"0.00","0.0","0.0","97","63","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-05",,,"0.00","0.0","0.0","96","64","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-06",,,"0.00","0.0","0.0","97","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-07",,,"0.00","0.0","0.0","95","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-08",,,"0.00","0.0","0.0","98","65","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-09",,,"0.00","0.0","0.0","98","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-10",,,"0.09","0.0","0.0","94","64","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-11",,,"0.00","0.0","0.0","95","64","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-12",,,"0.00","0.0","0.0","97","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-13",,,"0.00","0.0","0.0","98","67","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-14",,,"0.00","0.0","0.0","98","66","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-15",,,"0.00","0.0","0.0","97","66","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-16",,,"0.00","0.0","0.0","97","67","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-17",,,"0.00","0.0","0.0","96","69","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-18",,,"0.00","0.0","0.0","101","68","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-19",,,"0.00","0.0","0.0","95","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-20",,,"0.00","0.0","0.0","97","65","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-21",,,"0.00","0.0","0.0","100","68","75",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-22",,,"0.00","0.0","0.0","97","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-23",,,"0.00","0.0","0.0","98","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-24",,,"0.00","0.0","0.0","100","65","72",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-25",,,"0.00","0.0","0.0","87","63","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-26",,,"0.00","0.0","0.0","83","55","55",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-27",,,"0.00","0.0","0.0","86","55","56",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-28",,,"0.00","0.0","0.0","91","56","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-29",,,"0.00","0.0","0.0","92","64","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-30",,,"0.00","0.0","0.0","94","64","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-08-31",,,"0.00","0.0","0.0","94","67","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-01",,,"0.00","0.0","0.0","93","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-02",,,"0.85","0.0","0.0","97","65","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-03",,,"1.00","0.0","0.0","93","61","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-04",,,"0.00","0.0","0.0","80","53","53",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-05",,,"0.00","0.0","0.0","84","53","55",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-06",,,"0.00","0.0","0.0","95","54","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-07",,,"0.00","0.0","0.0","93","60","60",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-08",,,"0.08","0.0","0.0","85","60","67",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-09",,,"0.00","0.0","0.0","83","62","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-10",,,"0.75","0.0","0.0","93","62","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-11",,,"0.00","0.0","0.0","93","55","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-12",,,"0.00","0.0","0.0","93","69","70",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-13",,,"0.00","0.0","0.0","85","66","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-14",,,"0.00","0.0","0.0","91","63","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-15",,,"0.00","0.0","0.0","93","63","68",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-16",,,"0.00","0.0","0.0","94","63","63",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-17",,,"1.73","0.0","0.0","92","61","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-18",,,"0.00","0.0","0.0","82","61","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-19",,,"0.00","0.0","0.0","84","61","61",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-20",,,"0.00","0.0","0.0","84","59","59",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-21",,,"0.01","0.0","0.0","76","59","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-22",,,"0.00","0.0","0.0","83","66","66",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-23",,,"0.00","0.0","0.0","80","66","69",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-24",,,"0.00","0.0","0.0","85","64","64",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-25",,,"0.17","0.0","0.0","81","64","65",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-26",,,"0.90","0.0","0.0","75","62","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-27",,,"0.00","0.0","0.0","75","47","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-28",,,"0.00","0.0","0.0","80","47","56",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-29",,,"0.00","0.0","0.0","85","54","54",,
"USC00415013","LAMESA 1 SSE, TX US","2010-09-30",,,"0.00","0.0","0.0","88","54","55",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-01",,,"0.00","0.0","0.0","84","55","55",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-02",,,"0.00","0.0","0.0","82","54","62",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-03",,,"0.00","0.0","0.0","79","49","49",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-04",,,"0.40","0.0","0.0","64","49","49",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-05",,,"0.00","0.0","0.0","70","49","50",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-06",,,"0.00","0.0","0.0","77","48","48",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-07",,,"0.00","0.0","0.0","79","47","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-08",,,"0.00","0.0","0.0","81","45","45",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-09",,,"0.00","0.0","0.0","80","45","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-10",,,"0.00","0.0","0.0","86","46","53",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-11",,,"0.00","0.0","0.0","84","46","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-12",,,"0.00","0.0","0.0","80","47","49",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-13",,,"0.00","0.0","0.0","80","48","48",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-14",,,"0.00","0.0","0.0","75","43","43",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-15",,,"0.00","0.0","0.0","78","43","45",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-16",,,"0.00","0.0","0.0","83","43","46",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-17",,,"0.00","0.0","0.0","83","43","51",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-18",,,"0.00","0.0","0.0","83","43","52",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-19",,,"0.12","0.0","0.0","84","47","52",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-20",,,"0.00","0.0","0.0","76","51","51",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-21",,,"0.00","0.0","0.0","80","51","59",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-22",,,"0.00","0.0","0.0","73","59","59",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-23",,,"0.00","0.0","0.0","74","55",,,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-24",,,"0.00","0.0","0.0","78","47","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-25",,,"0.00","0.0","0.0","78","47","53",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-26",,,"0.00","0.0","0.0","81","41","41",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-27",,,"0.00","0.0","0.0","74","40","47",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-28",,,"0.00","0.0","0.0","76","40","40",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-29",,,"0.00","0.0","0.0","67","32","32",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-30",,,"0.00","0.0","0.0","73","32","45",,
"USC00415013","LAMESA 1 SSE, TX US","2010-10-31",,,"0.00","0.0","0.0","90","39","45",,
